python,django,react,rest_api,mysql,docker,aws,git,javascript,html,css,experience,projects,certifications,education,ats_score,label
0,0,1,0,1,1,1,1,1,0,0,2,0,2,0,28,Needs Improvement
1,0,1,0,0,0,0,1,1,1,0,3,6,1,0,20,Suitable
1,1,1,0,1,0,0,1,0,1,1,3,7,3,0,38,Highly Suitable
1,0,1,1,0,0,0,1,0,0,0,7,1,3,2,89,Highly Suitable
1,0,1,1,1,1,0,1,0,1,0,3,0,5,0,27,Suitable
1,0,1,0,0,0,1,0,1,1,1,0,8,4,2,52,Highly Suitable
0,1,1,1,1,0,1,0,1,1,0,7,6,2,0,93,Highly Suitable
1,0,0,1,1,1,0,0,1,0,0,6,0,1,2,69,Suitable
0,1,0,0,0,0,1,0,0,1,0,8,1,5,1,26,Suitable
0,0,1,1,0,0,1,1,1,1,1,0,1,2,2,95,Highly Suitable
0,1,0,0,0,1,1,1,1,1,0,7,7,1,2,60,Highly Suitable
1,1,0,0,0,0,1,0,0,1,1,3,7,2,2,87,Highly Suitable
0,1,0,0,1,1,0,1,1,1,1,7,3,2,2,35,Highly Suitable
0,0,1,1,1,1,1,1,1,0,1,5,8,2,0,88,Highly Suitable
1,1,1,0,0,1,0,0,0,0,0,6,4,3,2,93,Highly Suitable
0,1,1,0,0,1,0,0,1,0,0,3,1,1,2,81,Highly Suitable
0,0,1,1,0,1,1,0,0,1,1,2,6,5,0,26,Suitable
1,1,1,1,0,0,0,0,1,0,1,5,1,3,0,93,Highly Suitable
0,0,0,0,1,1,1,1,0,0,1,7,5,5,2,27,Highly Suitable
1,1,1,1,0,1,1,0,0,0,1,3,4,5,1,46,Highly Suitable
0,0,0,1,1,1,0,0,1,0,0,4,8,0,2,44,Highly Suitable
1,1,1,1,0,1,0,0,0,1,1,7,0,4,2,60,Highly Suitable
0,1,1,0,1,1,0,0,0,0,1,2,7,5,2,80,Highly Suitable
0,1,1,0,0,0,0,0,1,0,0,2,3,2,1,61,Needs Improvement
1,0,0,0,1,1,0,0,1,1,1,6,0,5,0,72,Highly Suitable
0,1,0,1,1,1,1,1,0,0,0,1,3,2,2,52,Highly Suitable
0,0,0,1,0,1,0,1,0,1,0,4,6,3,0,99,Highly Suitable
1,1,0,0,1,0,0,0,0,1,1,1,6,1,1,37,Needs Improvement
1,0,0,0,0,0,1,0,1,1,1,1,6,4,0,97,Highly Suitable
1,1,0,1,1,0,0,0,0,1,1,5,0,1,2,63,Highly Suitable
0,1,1,1,0,1,0,1,1,0,0,5,2,5,1,95,Highly Suitable
0,0,0,0,1,0,1,0,1,0,1,0,1,1,2,66,Needs Improvement
0,0,1,0,1,1,0,0,0,0,0,1,7,2,0,39,Needs Improvement
1,1,1,1,1,1,1,0,0,1,0,1,3,5,1,78,Highly Suitable
0,1,1,1,0,1,0,0,0,0,0,1,3,0,2,60,Suitable
0,0,1,1,0,0,1,0,1,0,0,2,4,3,0,70,Suitable
0,0,0,0,0,1,0,1,0,0,1,7,0,3,1,69,Needs Improvement
1,0,0,1,1,1,1,1,0,1,1,2,1,0,1,63,Suitable
1,0,0,0,0,0,1,0,0,1,0,4,7,1,1,55,Suitable
1,1,1,0,1,0,0,1,1,0,1,2,3,4,2,33,Highly Suitable
0,0,1,0,0,1,1,0,1,0,1,2,3,2,1,49,Needs Improvement
1,0,0,0,1,0,0,0,1,0,1,7,0,2,0,80,Highly Suitable
0,1,1,1,0,1,1,1,0,1,1,6,8,3,2,73,Highly Suitable
0,0,0,1,1,0,1,1,1,1,0,2,5,4,1,63,Suitable
0,0,0,1,0,1,1,0,1,0,1,1,1,0,2,72,Suitable
1,1,0,0,1,0,1,1,0,1,0,4,1,3,0,83,Highly Suitable
0,0,1,0,1,1,1,0,0,0,0,8,1,1,2,30,Highly Suitable
0,0,1,1,1,1,0,0,0,0,1,5,6,1,1,47,Suitable
0,1,0,0,0,0,1,0,0,0,1,5,4,5,0,23,Needs Improvement
0,0,0,1,1,1,0,0,0,0,0,8,2,2,0,52,Needs Improvement
0,1,0,0,1,1,0,1,1,1,0,2,1,2,2,97,Highly Suitable
1,0,0,0,0,1,0,1,1,1,0,3,4,2,0,33,Needs Improvement
1,1,0,0,0,1,1,0,0,0,1,1,3,0,0,63,Suitable
1,1,1,0,0,1,0,0,0,1,1,7,2,5,0,82,Highly Suitable
0,1,1,1,1,1,1,1,0,0,1,7,1,1,0,97,Highly Suitable
0,0,1,0,0,1,1,0,0,1,1,1,4,2,1,84,Suitable
0,1,0,1,0,0,1,1,1,0,0,1,5,3,1,85,Highly Suitable
0,0,1,0,1,0,0,1,1,1,0,3,2,3,0,92,Suitable
1,0,1,0,1,1,1,0,0,0,1,1,5,1,1,91,Highly Suitable
0,0,1,1,1,1,0,1,1,1,0,7,8,5,2,72,Highly Suitable
1,0,0,0,0,0,1,0,0,1,0,4,7,0,0,42,Needs Improvement
1,0,1,1,1,0,1,0,0,1,1,6,7,0,2,73,Highly Suitable
1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,84,Highly Suitable
1,0,0,0,0,1,1,0,1,1,0,0,7,1,0,59,Suitable
1,1,1,0,0,0,1,0,0,1,1,8,2,2,1,93,Highly Suitable
1,1,0,1,0,0,0,0,0,1,1,3,2,1,0,53,Suitable
1,1,0,0,0,1,1,0,1,0,0,3,4,1,1,54,Suitable
0,1,1,1,1,0,1,0,1,0,1,1,2,1,0,29,Suitable
1,0,0,0,0,0,0,1,0,1,0,3,6,5,2,46,Suitable
0,1,0,0,0,1,1,0,1,1,0,5,3,4,1,37,Highly Suitable
1,0,0,1,0,1,1,1,0,1,0,8,4,2,1,46,Highly Suitable
1,0,1,0,1,0,0,1,1,0,0,3,2,1,1,91,Highly Suitable
0,1,0,0,1,0,0,1,0,1,1,0,7,5,2,85,Suitable
1,0,1,1,1,0,1,0,1,1,1,7,7,2,1,55,Highly Suitable
1,1,0,0,1,1,1,0,0,1,0,6,8,4,0,69,Highly Suitable
1,0,1,1,1,0,1,1,0,1,1,6,0,4,0,37,Highly Suitable
0,1,0,1,0,1,1,1,0,1,0,1,6,0,2,98,Highly Suitable
0,1,1,0,1,0,1,0,1,0,1,4,3,0,2,70,Suitable
0,0,1,0,0,1,0,1,1,0,1,8,5,1,2,51,Highly Suitable
0,1,1,1,1,1,1,1,1,1,0,2,7,5,0,33,Highly Suitable
1,0,1,0,0,0,0,1,0,0,0,3,6,5,0,80,Highly Suitable
0,1,1,1,0,1,0,1,1,1,1,1,1,1,2,68,Highly Suitable
0,0,0,1,0,0,0,0,0,1,1,5,5,1,2,37,Suitable
1,1,1,1,0,0,0,1,1,0,0,7,3,5,0,76,Highly Suitable
0,1,0,0,1,0,0,0,0,1,0,7,7,1,0,52,Suitable
1,1,1,1,0,1,0,1,1,1,0,1,0,2,0,20,Highly Suitable
0,0,1,0,0,1,0,1,0,0,1,7,3,0,0,98,Highly Suitable
0,1,0,1,1,0,0,1,1,0,0,6,8,5,0,20,Highly Suitable
0,1,0,0,0,1,0,0,0,1,1,2,3,4,2,61,Highly Suitable
1,0,0,0,0,0,1,1,1,0,1,5,7,4,0,45,Suitable
0,0,0,1,0,1,0,1,1,0,0,4,1,1,0,26,Needs Improvement
1,1,1,1,1,1,1,0,1,0,1,5,0,2,2,76,Highly Suitable
0,1,1,1,1,0,1,0,1,1,0,8,1,2,2,37,Highly Suitable
1,0,1,1,0,1,1,0,0,1,1,4,3,2,2,45,Highly Suitable
1,0,1,1,1,1,0,1,1,1,1,7,4,4,0,31,Highly Suitable
1,1,1,0,1,1,0,1,0,1,1,3,7,3,0,29,Highly Suitable
1,0,0,1,1,1,0,1,0,1,0,4,7,0,1,25,Highly Suitable
0,1,1,0,1,1,1,0,1,0,0,3,2,3,0,63,Highly Suitable
0,0,1,1,1,0,0,0,0,0,0,8,5,3,2,84,Highly Suitable
1,0,1,0,0,1,0,1,1,1,0,0,8,5,0,62,Highly Suitable
0,1,0,0,0,0,1,0,0,1,1,3,2,4,2,61,Suitable
1,1,1,0,1,0,1,0,0,1,1,6,1,2,0,51,Highly Suitable
0,0,1,0,1,1,1,0,1,1,0,6,3,4,2,78,Highly Suitable
0,0,1,1,1,1,0,1,1,1,1,6,1,4,0,57,Highly Suitable
1,1,0,1,0,1,1,0,0,1,0,8,8,3,0,73,Highly Suitable
1,0,0,0,0,0,0,0,0,1,0,0,7,5,0,47,Needs Improvement
0,1,1,1,1,1,1,1,0,1,1,1,7,5,2,68,Highly Suitable
0,1,1,1,0,0,0,1,1,1,1,6,7,5,1,71,Highly Suitable
1,1,1,1,1,1,1,0,1,0,0,8,5,5,0,95,Highly Suitable
1,1,1,0,0,1,1,0,1,1,0,8,8,3,0,79,Highly Suitable
1,1,0,0,0,1,0,1,0,1,0,8,7,5,0,87,Highly Suitable
1,0,0,1,1,0,1,1,1,0,0,3,2,0,1,51,Suitable
0,0,0,0,0,0,0,0,0,1,0,6,5,2,2,88,Suitable
1,1,1,1,0,1,1,0,1,0,1,1,4,1,1,97,Highly Suitable
1,1,1,0,1,0,1,0,1,0,0,5,5,3,1,99,Highly Suitable
0,0,1,1,1,0,1,0,1,1,0,1,1,5,1,36,Suitable
1,1,1,1,0,0,1,1,0,1,1,1,7,4,1,44,Highly Suitable
1,0,0,0,0,1,0,0,1,0,0,3,8,5,1,40,Suitable
0,0,1,0,0,1,1,1,0,1,1,6,2,1,0,32,Suitable
1,1,1,0,0,0,1,0,0,1,0,2,6,1,1,50,Highly Suitable
0,1,0,0,0,1,1,1,1,0,1,2,0,1,1,87,Suitable
0,1,0,1,1,1,0,0,0,0,0,7,0,1,1,54,Suitable
1,0,0,0,0,1,1,0,0,0,1,3,2,3,1,100,Highly Suitable
0,1,1,1,1,1,1,1,0,1,0,7,5,3,0,63,Highly Suitable
1,0,1,1,0,0,1,1,1,0,1,3,3,4,2,36,Highly Suitable
1,0,1,0,0,0,1,0,0,0,1,3,3,4,0,75,Suitable
1,1,0,1,1,1,0,0,0,0,0,3,7,0,2,96,Highly Suitable
0,1,1,0,1,1,1,0,1,0,0,1,6,5,0,42,Suitable
1,1,0,0,0,1,1,0,1,1,0,6,4,2,1,46,Highly Suitable
1,0,1,0,0,0,0,1,0,0,1,6,8,1,1,40,Highly Suitable
0,1,1,1,0,0,0,0,1,0,0,0,0,4,0,27,Needs Improvement
0,0,1,1,1,1,1,1,1,1,1,1,7,1,2,59,Highly Suitable
0,0,1,1,1,0,0,0,1,1,1,6,8,2,0,62,Highly Suitable
1,0,1,0,1,1,1,0,1,0,1,1,7,3,2,69,Highly Suitable
1,1,1,1,0,0,0,0,1,1,0,2,6,5,1,86,Highly Suitable
0,0,0,0,0,0,1,0,1,1,1,7,5,5,0,78,Highly Suitable
0,0,1,1,1,0,1,0,1,0,1,4,3,0,0,99,Highly Suitable
0,0,0,1,0,0,0,0,0,0,1,2,4,5,0,97,Needs Improvement
0,1,0,0,1,1,0,1,0,1,1,5,3,4,0,89,Highly Suitable
0,1,1,1,1,0,0,1,0,1,1,6,6,3,1,97,Highly Suitable
0,1,0,1,0,1,0,1,0,1,1,2,5,5,1,41,Highly Suitable
1,0,1,1,0,0,0,1,1,0,1,3,4,5,1,89,Highly Suitable
0,1,0,1,1,0,0,0,1,1,1,6,6,0,0,65,Suitable
1,1,0,0,1,1,0,1,1,0,1,4,4,0,0,99,Highly Suitable
0,1,1,1,0,0,1,1,0,0,0,1,8,1,2,23,Suitable
1,0,1,1,1,0,0,0,1,1,0,8,0,0,2,40,Highly Suitable
0,0,1,0,0,1,0,0,0,0,0,1,5,1,0,29,Not Suitable
0,1,0,0,1,0,0,0,0,1,0,2,3,0,2,96,Suitable
1,0,0,0,0,1,0,0,0,1,1,5,6,4,2,21,Suitable
0,0,0,1,1,1,0,0,1,1,0,4,3,4,1,34,Suitable
0,1,1,1,1,1,0,0,1,0,1,0,2,3,0,88,Highly Suitable
0,1,0,0,0,0,0,1,0,0,0,2,1,3,2,21,Not Suitable
1,0,0,1,0,0,0,1,0,1,1,2,5,1,2,25,Needs Improvement
0,0,0,0,1,1,1,1,0,0,0,6,7,5,0,32,Suitable
1,1,0,0,1,1,1,0,0,0,1,1,5,1,2,70,Highly Suitable
0,1,1,0,0,0,0,0,1,0,1,5,3,5,0,56,Suitable
1,0,0,1,0,0,1,0,1,1,1,0,8,2,2,60,Highly Suitable
1,1,1,1,0,0,1,1,1,1,1,0,0,4,2,49,Highly Suitable
1,1,1,1,0,1,0,1,1,0,0,7,2,3,0,78,Highly Suitable
1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,52,Not Suitable
1,0,1,0,0,0,1,0,0,1,0,6,5,0,0,80,Highly Suitable
1,1,0,0,1,0,1,1,1,1,1,8,8,3,0,100,Highly Suitable
0,1,0,1,0,1,1,0,0,0,0,1,1,2,1,72,Suitable
1,1,1,1,0,1,0,1,1,0,0,7,0,4,0,32,Highly Suitable
1,1,1,0,1,1,0,0,0,0,0,4,5,1,1,77,Highly Suitable
0,1,1,0,1,0,0,0,1,0,1,8,8,3,0,66,Highly Suitable
1,0,1,0,0,0,1,1,0,0,1,0,3,4,2,71,Highly Suitable
0,1,1,1,1,1,0,1,0,0,1,6,5,1,2,50,Highly Suitable
0,1,1,1,0,0,1,0,1,0,0,4,0,3,2,40,Suitable
0,1,1,0,0,1,0,0,1,0,0,5,6,5,0,52,Highly Suitable
0,1,0,1,0,1,0,0,0,1,1,0,4,2,1,66,Suitable
0,1,0,1,1,0,0,0,0,1,1,4,4,2,2,62,Highly Suitable
1,0,0,1,0,1,1,0,0,1,0,2,1,0,1,54,Suitable
0,1,1,1,0,1,0,1,1,0,1,3,8,3,1,92,Highly Suitable
1,0,0,0,1,1,0,1,1,0,0,4,7,4,0,50,Suitable
1,1,0,1,1,0,0,0,0,0,1,6,4,1,2,81,Highly Suitable
1,0,1,0,0,0,1,1,0,1,1,6,1,5,0,68,Highly Suitable
1,0,1,1,0,0,0,1,0,1,1,0,6,0,1,76,Suitable
1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,43,Not Suitable
0,1,0,0,0,0,0,1,0,1,1,2,5,0,1,99,Suitable
1,1,1,0,0,0,0,1,0,1,1,2,4,3,0,80,Highly Suitable
1,0,0,1,0,1,1,0,1,1,1,5,7,5,1,47,Highly Suitable
0,0,0,1,1,1,1,1,0,1,1,6,0,3,1,100,Highly Suitable
0,1,0,1,0,1,0,1,0,0,0,5,6,5,0,37,Highly Suitable
1,1,1,1,0,1,0,1,1,1,1,0,7,2,0,41,Highly Suitable
0,0,1,0,1,0,0,1,1,1,0,8,0,1,1,64,Highly Suitable
1,0,1,0,1,1,1,0,1,0,1,3,7,3,2,95,Highly Suitable
0,1,1,1,1,1,0,1,1,1,0,5,1,1,0,62,Highly Suitable
1,1,1,0,0,1,1,0,0,1,0,4,6,2,0,46,Highly Suitable
1,1,1,0,0,0,0,1,1,0,1,0,0,4,1,31,Suitable
0,0,1,0,1,1,1,1,0,1,0,3,7,3,2,51,Highly Suitable
0,1,1,0,1,0,1,0,0,1,0,8,5,1,0,70,Highly Suitable
0,1,1,0,0,1,1,0,1,0,0,6,5,4,0,47,Highly Suitable
0,1,0,0,1,0,1,0,0,0,0,0,8,2,1,56,Needs Improvement
1,0,1,1,0,0,0,0,0,0,1,8,8,0,2,40,Highly Suitable
0,0,1,1,1,1,1,1,1,0,1,5,7,3,1,65,Highly Suitable
1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,99,Suitable
1,1,0,0,0,0,0,0,0,0,0,5,1,2,2,86,Suitable
1,0,1,0,0,1,1,0,1,0,1,0,6,3,1,33,Suitable
0,1,1,1,1,0,0,1,1,0,1,2,7,5,2,78,Highly Suitable
0,0,1,0,1,1,1,0,1,0,0,2,3,5,1,84,Highly Suitable
0,1,1,0,0,1,0,1,0,1,1,1,6,5,2,62,Highly Suitable
0,1,1,1,1,1,1,1,1,0,0,0,0,2,0,67,Suitable
1,0,1,1,1,1,1,1,0,0,1,7,5,0,0,58,Highly Suitable
1,0,0,1,1,0,1,0,0,0,0,4,1,3,1,24,Suitable
1,0,1,1,0,0,0,1,0,0,1,0,7,4,2,36,Suitable
1,1,1,1,1,0,1,1,1,0,0,2,8,3,1,84,Highly Suitable
0,1,0,1,1,0,1,1,1,0,1,5,6,5,1,30,Highly Suitable
1,1,0,0,1,0,1,1,1,0,1,5,5,0,2,72,Highly Suitable
0,0,0,1,1,0,0,0,1,1,0,8,2,2,1,97,Highly Suitable
0,0,0,0,1,1,1,1,1,1,1,8,6,5,0,30,Highly Suitable
1,0,0,1,0,1,0,1,0,1,0,2,5,4,2,30,Highly Suitable
1,0,0,0,0,0,1,1,1,0,0,7,6,1,0,97,Highly Suitable
1,0,1,0,1,1,0,1,0,1,0,2,3,0,1,44,Suitable
1,1,0,1,1,1,1,1,1,0,1,1,0,2,0,24,Suitable
0,1,0,0,0,0,1,0,1,1,1,3,5,1,2,49,Suitable
1,0,0,0,0,0,0,1,1,1,0,1,8,2,0,28,Needs Improvement
0,0,0,1,1,0,0,1,1,1,1,3,6,5,2,98,Highly Suitable
1,0,0,0,0,1,1,1,1,0,0,3,7,4,0,42,Highly Suitable
1,0,0,1,1,0,1,0,0,0,0,4,5,1,2,77,Highly Suitable
1,1,0,1,0,0,0,1,1,1,0,7,1,1,2,70,Highly Suitable
0,1,1,0,1,0,0,0,0,0,1,1,4,4,1,76,Suitable
1,1,0,0,1,0,1,1,1,1,1,2,8,1,0,69,Highly Suitable
1,1,0,0,1,1,1,0,1,1,1,7,6,3,0,50,Highly Suitable
1,1,1,0,0,0,1,1,1,1,0,2,3,4,2,66,Highly Suitable
0,1,0,0,1,0,0,1,0,1,1,1,8,2,2,49,Suitable
0,1,0,1,0,0,0,0,0,0,0,1,2,0,2,99,Suitable
1,1,1,0,1,0,0,0,1,0,1,4,8,1,1,66,Highly Suitable
1,0,1,0,0,1,1,1,1,1,0,6,7,3,0,60,Highly Suitable
1,1,0,0,0,1,1,0,1,1,1,8,8,3,2,50,Highly Suitable
1,1,0,0,0,1,0,0,0,0,1,6,2,2,1,83,Highly Suitable
0,0,1,0,1,0,0,1,1,0,1,7,0,0,0,29,Suitable
0,0,1,0,1,1,1,1,0,1,1,4,3,3,2,49,Highly Suitable
0,1,0,0,0,1,1,1,0,0,0,1,3,0,1,57,Needs Improvement
1,0,1,0,0,0,0,0,1,1,0,4,2,5,2,56,Suitable
0,1,1,0,0,0,0,1,1,1,1,6,0,5,1,41,Highly Suitable
1,0,0,1,0,0,1,0,1,1,1,3,0,4,0,85,Suitable
1,0,0,0,1,0,0,1,1,0,0,0,7,0,1,59,Suitable
0,1,0,0,0,0,0,1,1,0,1,7,7,3,1,83,Highly Suitable
0,0,0,0,0,0,1,1,1,1,0,5,8,4,0,50,Suitable
0,1,0,1,1,1,1,0,0,1,1,2,6,2,1,79,Highly Suitable
0,1,1,1,1,1,1,0,1,1,0,7,5,1,1,76,Highly Suitable
1,0,1,0,1,0,0,1,0,0,0,5,6,3,0,49,Highly Suitable
1,0,1,1,1,1,1,1,0,1,0,6,8,0,2,89,Highly Suitable
0,0,0,1,1,1,0,0,1,1,1,0,3,5,1,64,Suitable
0,0,0,0,0,1,1,0,1,1,1,0,5,0,1,63,Suitable
0,1,0,0,0,0,1,0,1,0,1,1,8,5,2,69,Highly Suitable
1,1,1,1,1,0,0,1,0,0,1,4,7,4,1,43,Highly Suitable
0,0,0,0,0,1,0,0,0,0,0,6,2,2,0,94,Needs Improvement
0,1,1,1,1,1,0,0,1,0,0,4,0,0,0,64,Highly Suitable
0,0,0,0,0,1,1,0,1,1,0,4,7,4,2,68,Highly Suitable
1,0,1,1,0,0,0,0,1,0,1,2,8,3,2,60,Highly Suitable
1,0,1,1,1,0,0,0,0,0,1,8,7,1,2,96,Highly Suitable
1,1,1,0,1,0,0,1,0,0,0,8,4,3,0,33,Highly Suitable
0,1,0,0,0,0,1,1,0,1,1,4,1,5,0,75,Suitable
1,0,0,0,0,0,0,1,1,0,1,6,2,1,2,55,Suitable
1,1,0,1,0,1,1,1,0,0,1,1,1,5,0,85,Highly Suitable
1,0,0,1,1,0,0,0,1,0,1,6,0,5,0,76,Highly Suitable
1,0,0,1,0,1,1,0,0,1,1,7,8,4,1,60,Highly Suitable
0,0,0,1,1,0,0,1,0,0,0,5,4,5,1,21,Suitable
0,0,0,1,0,1,0,0,0,0,1,0,6,3,1,32,Needs Improvement
1,0,0,0,0,1,0,1,1,1,1,4,1,1,2,90,Suitable
1,0,0,0,0,0,1,0,0,1,0,1,7,3,2,20,Needs Improvement
0,1,1,0,1,0,1,0,1,0,0,4,1,1,2,57,Suitable
0,0,0,1,0,0,1,1,1,0,0,8,3,4,1,57,Suitable
0,1,1,1,1,0,1,0,1,0,0,3,0,4,1,52,Suitable
1,1,0,0,0,1,0,1,0,1,1,1,5,4,0,60,Suitable
0,0,1,1,0,0,0,0,1,1,1,4,7,4,2,49,Highly Suitable
0,0,1,0,1,1,0,0,0,1,1,6,8,5,2,55,Highly Suitable
1,1,1,0,1,1,1,1,1,1,0,7,2,1,1,68,Highly Suitable
1,1,1,0,0,0,0,0,0,1,0,8,2,2,0,88,Highly Suitable
1,0,1,0,0,1,0,1,0,0,1,5,7,3,1,36,Highly Suitable
1,1,0,0,0,1,0,1,1,0,1,5,2,2,2,90,Highly Suitable
0,1,0,1,1,1,0,0,0,0,0,5,3,4,1,37,Highly Suitable
0,1,0,0,1,0,1,0,0,0,1,7,4,3,1,54,Highly Suitable
0,1,1,0,1,0,1,1,0,1,1,6,5,4,1,77,Highly Suitable
1,0,0,0,1,0,1,1,0,1,0,0,8,5,0,57,Suitable
1,1,1,1,0,0,1,0,0,1,1,1,6,4,2,32,Highly Suitable
1,1,0,0,1,0,1,0,0,0,1,8,5,3,2,73,Highly Suitable
0,0,1,1,1,0,0,0,0,0,1,8,8,4,1,41,Highly Suitable
0,1,0,1,0,1,1,1,0,1,0,0,4,1,1,73,Suitable
0,1,1,1,1,0,1,0,1,1,1,8,1,2,2,59,Highly Suitable
0,0,1,0,1,1,1,0,0,0,0,0,6,2,0,76,Suitable
1,0,1,0,0,1,1,0,1,0,1,4,7,4,2,96,Highly Suitable
1,0,1,0,1,1,1,1,1,1,1,8,3,5,1,28,Highly Suitable
1,0,0,1,0,1,1,1,0,1,0,6,0,5,0,80,Highly Suitable
0,0,1,0,0,1,1,0,0,1,0,3,1,3,2,70,Suitable
1,1,0,1,0,1,0,0,1,1,0,7,6,1,2,61,Highly Suitable
1,1,0,1,0,0,1,0,0,1,1,7,6,1,0,76,Highly Suitable
0,1,1,0,0,1,0,0,1,1,1,4,7,1,1,73,Highly Suitable
1,1,1,0,0,0,1,0,1,0,1,5,0,5,0,70,Highly Suitable
0,1,0,1,0,0,0,0,0,1,1,7,6,3,1,56,Highly Suitable
0,1,0,0,1,0,0,1,1,0,1,3,2,4,2,75,Suitable
1,0,1,0,0,0,1,1,0,0,0,3,6,3,2,91,Highly Suitable
1,1,1,1,0,1,0,1,0,0,1,0,5,5,1,83,Highly Suitable
1,0,1,0,1,1,1,1,0,0,0,5,8,4,1,42,Highly Suitable
1,0,1,0,1,1,0,0,1,0,1,5,1,2,0,81,Highly Suitable
1,1,0,0,1,1,1,0,0,0,1,3,4,2,1,87,Highly Suitable
0,0,1,1,0,0,0,1,1,0,1,4,6,0,1,39,Suitable
1,0,0,0,0,1,1,0,0,0,0,4,8,5,0,41,Highly Suitable
1,0,1,0,1,0,1,1,0,0,1,8,1,3,2,51,Highly Suitable
0,0,1,0,1,0,0,1,0,0,0,4,0,2,0,90,Needs Improvement
0,1,1,0,1,1,0,0,0,0,0,1,6,5,1,92,Highly Suitable
1,0,0,0,0,1,1,1,1,1,0,8,1,1,2,64,Highly Suitable
0,1,0,0,1,1,1,1,0,0,1,0,2,0,0,48,Needs Improvement
1,1,1,1,1,1,0,1,1,1,1,8,1,1,0,56,Highly Suitable
1,0,1,0,1,1,0,1,1,1,0,8,6,1,2,92,Highly Suitable
0,0,0,0,0,1,0,1,1,1,1,1,2,3,0,47,Needs Improvement
1,1,1,1,1,1,0,0,1,0,0,4,0,4,0,67,Highly Suitable
1,0,1,1,0,0,0,1,1,1,1,3,2,2,2,96,Highly Suitable
0,1,1,0,0,0,1,0,0,0,1,5,3,2,0,88,Suitable
1,1,1,0,0,0,0,0,1,1,0,0,6,1,2,57,Suitable
0,0,1,1,1,1,0,1,0,1,0,4,3,4,0,23,Suitable
0,0,0,1,1,1,0,1,1,1,1,7,7,5,2,37,Highly Suitable
0,0,0,1,0,0,1,0,1,0,1,0,1,5,2,77,Suitable
1,1,0,0,1,0,0,1,0,0,0,2,4,1,1,83,Highly Suitable
1,0,1,1,1,1,1,1,0,0,0,8,8,2,0,31,Highly Suitable
1,1,1,0,0,1,0,0,1,1,1,2,0,5,2,56,Highly Suitable
1,0,1,1,1,1,0,1,0,0,1,3,2,5,2,26,Highly Suitable
1,1,1,0,1,1,1,1,1,1,0,8,8,3,0,73,Highly Suitable
0,1,1,1,0,0,0,1,1,0,0,5,0,0,2,55,Highly Suitable
0,1,1,1,0,1,0,1,1,1,1,7,1,5,1,90,Highly Suitable
0,0,0,0,0,0,0,0,1,0,1,6,0,3,0,60,Not Suitable
1,1,1,1,0,1,0,1,1,0,0,8,0,0,2,53,Highly Suitable
1,1,0,1,0,0,1,1,1,1,1,2,4,4,0,25,Highly Suitable
0,1,0,1,0,1,0,0,0,1,0,3,5,1,1,79,Suitable
1,1,1,1,0,1,0,1,1,1,1,0,3,5,0,21,Highly Suitable
1,0,1,0,1,1,0,0,0,1,0,0,7,2,1,70,Highly Suitable
1,1,1,0,0,1,0,0,1,0,1,6,6,4,2,51,Highly Suitable
0,0,1,0,1,1,0,1,1,1,1,7,3,2,2,21,Highly Suitable
0,0,1,0,0,1,1,1,1,1,0,2,6,0,1,98,Highly Suitable
0,1,0,0,1,0,1,1,1,1,1,3,0,4,1,28,Highly Suitable
1,1,1,0,0,0,1,0,1,0,0,0,5,5,0,69,Highly Suitable
0,1,1,0,1,0,0,0,1,0,1,3,6,2,0,81,Highly Suitable
0,1,1,1,1,1,0,1,1,1,0,7,1,1,2,95,Highly Suitable
1,0,1,1,0,1,0,0,0,0,0,1,3,1,1,85,Highly Suitable
0,1,1,1,0,0,0,0,1,1,0,5,7,3,0,37,Highly Suitable
0,1,0,1,0,1,1,0,1,1,1,5,8,4,0,39,Highly Suitable
1,1,0,1,1,0,1,0,0,0,0,8,2,4,0,50,Highly Suitable
0,1,1,0,1,0,1,1,1,1,0,6,8,5,1,83,Highly Suitable
1,1,1,1,0,1,0,0,0,0,0,8,5,5,2,26,Highly Suitable
0,1,1,1,1,1,0,1,0,0,1,8,0,0,0,91,Highly Suitable
1,1,1,1,1,1,1,0,0,1,1,6,3,3,2,57,Highly Suitable
1,0,0,0,1,1,1,1,1,0,0,7,2,1,2,75,Highly Suitable
0,0,1,0,0,0,1,1,0,1,0,4,5,0,1,41,Needs Improvement
1,0,1,0,1,1,0,1,0,1,1,2,1,2,1,95,Highly Suitable
1,0,1,1,0,1,0,0,1,1,1,3,6,3,1,46,Highly Suitable
1,1,1,1,1,1,1,0,0,0,1,4,4,5,2,69,Highly Suitable
1,0,1,0,1,1,1,1,1,1,1,3,7,5,0,30,Highly Suitable
0,1,1,1,1,1,0,0,1,1,1,7,8,1,0,43,Highly Suitable
0,0,0,1,0,1,1,1,0,1,0,6,5,4,1,56,Highly Suitable
1,0,0,1,1,0,1,1,0,1,0,2,3,4,0,51,Suitable
1,1,0,0,1,0,1,1,1,0,1,2,8,1,2,35,Highly Suitable
1,0,1,1,1,1,0,1,0,1,1,3,0,4,1,78,Highly Suitable
0,1,1,1,0,1,1,1,1,0,0,4,4,2,2,25,Highly Suitable
